label,tweet
1,"mtsthelens through the thunderstorm.\n\nlightning struck johnston ridge observatory multiple times yesterday, could\xe2\x80\xa6"
1,alert issued for heavy snowfall issued for himachal jammu and kashmir and uttrakhand. catch more live updates here:\xe2\x80\xa6
0,haryana school closed on 7th or 8th may due to thunderstorm warning alert!
1,| rt  newsalert || a spell of rain/thunderstorm accompanied with squall (wind speed 50-70 kmph) likely to occur over delhi and\xe2\x80\xa6 |
1,"thunderstorm warning for today 10th may evening\\night tamilnadu : north interior, central , western, southern are\xe2\x80\xa6"
1,and this is why it took 3 hours to fly from lga to ord this evening.. thunderstorm lightning thunderhead\xe2\x80\xa6
1,"retweeted the watchers ( homes destroyed, 300 damaged as severe thunderstorm hits nadia, west\xe2\x80\xa6"
1,thunderstorm in uttarpradesh kills 9 people: officials
1,the storm is here. no really. dust and wind all around. gurugram thunderstorm \n\n
1,rt  delhistorm delhistorm a heavy dust storm occur in gurgaon again.. .now.. gurgaon .. winds are blowing  at 90 km p\xe2\x80\xa6
1,delhi govt puts search and rescue teams on standby in every district following imd s thunderstorm warning
1,"steam on the pond with hail falling. thunderstorm  keswick,\xe2\x80\xa6"
1,"imd weather alert: how to stay safe during heavy rain, thunderstorm, duststorm\n"
1,"the thunderstorm that hit parts of uttarpradesh last night has claimed 16 lives and left 27 others injured, an of\xe2\x80\xa6"
1,current affairs from the hindu newspaper currentaffairs thehindu metoomovement\xe2\x80\xa6
1,rt  thunderstorm live updates: 11-year-old killed in uttar pradesh s mainpuri; rains and snowfall lash parts of alerted regio\xe2\x80\xa6
1,"honored  \nappetitefordestruction started,worldwide revolution.\n arrived like\xe2\x80\xa6"
1,"rt  mild tremors felt in delhi, haryana &amp; ncr ! thunderstorm likely.\nearthquake thunderstorm"
1,two types of people:\n\n1- who wish for everyone s safety &amp; abatement of thunderstorms .\n2-who wish for\xe2\x80\xa6
1,"rt  most of the thunderstorm activity has been confined to the olympics and cascades of pierce &amp; lewis counties. however, ce\xe2\x80\xa6"
1,caring\nbhot zada caring\n\nfir aate hai  stay safe everyone  wali snap bhjne wale \xf0\x9f\x98\x8c\n\nthunderstorm
1,thunderstorm : death toll in up mounts to 39\n
1,"rt  lightning strike turns on the light!\n\nruden, austria. \xe2\x9a\xa1\xef\xb8\x8f\n\nlightning weather wx austria thunderstorm gewitter"
1,"dark and rainy in gurugram ! thunderstorm.. no electricity as well! stay safe, fellow residents! \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f"
1,a severe thunderstorm watch will be issued soon for portions of western new york and western and central pennsylv\xe2\x80\xa6
1,"thunderstorm and lightening claim almost more than 50 lives throughout india. major destruction in delhi, up, ap a\xe2\x80\xa6"
1,retweeted ndma india ( with rain would occur over some places of delhi and adjoining ncr\xe2\x80\xa6
1,weather alert continues in several parts of country after indian meteorological department issues warning of\xe2\x80\xa6
1,"earthquake, thunderstorm storm\nall this is a nature s call.\nsaveearth"
1,rt  having a violent thunderstorm now!
1,"thunderstorm alert live updates: imd issues warning for north india, delhi likely to see relief"
1,"rt  the indiameteorologicaldepartment has predicted that hill-states of jammuandkashmir, uttarakhand and himachalpradesh a\xe2\x80\xa6"
0,rt  nowcast for thunderstorm
1,"severe thunderstorm, massive flooding hits germany"
1,thunderstorm brewing se of hamilton. thunder and a few c2g strikes. lots of c2c  mtwx thunderstorm
1,what is going on with india\xe2\x80\x99s crazy weather? weather india thunderstorm
1,crazy thunderstorm last night. i turned off the video right before\xe2\x80\xa6
1,rt  and here comes the devil ! \n\nthunderstorm delhi
1,toronto windstorm thunderstorm \nsuper strong winds knock down large trees near yonge and 401
0,*le shock \nlightening thunderstorm
1,"rt  thunderstorm leaves behind a chilling trail in up, delhi"
1,darkening skies. throaty growl of thunder in the distance. thunderstorm
1,thunderstorm warning live updates: massive duststorm hits delhi-ncr; claimed five lives in andhrapradesh\n
1,rt  check out the live status of lightning and thunderstorm across india :  weathertweet
1,"sudden dust storm hits delhi, ncr; 40 flights diverted  thunderstorm"
1,"looks like 70-80 kmph wind was flowing in noida ,extraordinary this year, hope everything is safe thunderstorm"
1,what the fuck mani shankar ayiar does each time in pakistan when a state of india goes through election.\xe2\x80\xa6
1,| rt  newsalert|| thunderstorm and dust storm with wind speeds of up to 70 kmph  very likely  tomorrow in 26 distts of up: met\xe2\x80\xa6 |
1,severe thunderstorm watch \xe2\x80\x93 be ready view the videos at  wyoming colorado wywx cowx\xe2\x80\xa6
1,rt  what a great athmosphere on hole 15 today  golf golfcourse golfclu golfing landscapephotography nature thundersto\xe2\x80\xa6
1,hope on the horizon mate  . thunderstorm finally here it appears !!
1,"who needs an alarm clock when you have a good old fashioned thunderstorm? good morning, sunday \xe2\x9b\x88"
1,says 05 persons died due to lightning and thunderstorm in district srikakulam (andhrapradesh).
1,this school kid eating an ice cream during heavy rain is my new hero. rain srilanka lka thunderstorm
1,heavy rains with gustiness winds thunderstorm
1,now that s a \xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x98\xb1 thunderstorm sunnyside
1,there better be a damn good thunderstorm after this heat
0,"well, thor s back in nyc. thunderstorm"
,"duststorm\n stay safe, be indoors &amp; try to help the homeless people by providing shelter to them, they need our hel\xe2\x80\xa6"
1,"i love to listen to the thunderstorms, not sure why but i do.. \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xe2\x9b\x88\xf0\x9f\x8c\xa9\n\nthunderstorm weather rain notsurewhy fridaynight"
1,"rt  a warning has been issued for massive thunderstorm at isolated places over j&amp;k,himachalpradesh,haryana,chandigarh,delhi,pun\xe2\x80\xa6"
1,"rt  rain would occur over and adjoining areas of bhiwani, rohtak and baraut during next two hours.\n\nthunderstorm with rain  wou\xe2\x80\xa6"
1,starts this thursday and friday. get your brollies ready! melbweather melbourneweather thunderstorm\n#hail\n
0,365 healthy-selfies day 130: first t-storm on the porch! \xe2\x9a\xa1\xef\xb8\x8f\xe2\x9b\x88 been waiting for this! it was mild but watching the sk\xe2\x80\xa6
1,rt  preparation for thunderstorm
1,"rt  when thunder roars, go indoors! travelers warned. the advisory has asked travelers to avoid travelling during the thun\xe2\x80\xa6"
1,"rt  thunderstorm accompanied with gusty winds very likely at isolated places over punjab, east uttarpradesh, bihar, sub\xc2\xadhima\xe2\x80\xa6"
1,thunderstorm in faridabad (delhi-ncr). electricity gone in faridabad.
1,thunderstorm live updates: 11-year-old killed in uttar pradesh s mainpuri; rains and snowfall lash parts of alerte\xe2\x80\xa6
0,rt  alert issued for heavy snowfall issued for himachal jammu and kashmir and uttrakhand. catch more live updates here:
1,rt  got caught in a big storm and captured this slo-mo lightning strike! thunderstorm
1,"rt  as thunderstorms rock north india, take a look at how common they are thunderstorm"
0,latest thunderstorm map of north india \nhills in himalayas remain a concern too ..
1,thunderstorm alert live updates: duststorm hits delhincr; here s imd warning about other states\n\n
0,rt  road to nowhere - thunderstorm road thunderstorm
1,"as the duststorm thunderstorm subsides in faridabad, i manage to capture lightning in this time lapse video"
1,retweet if you agree.\n\n
1,"imd doesn t have the means to disseminate information to everyone, director general kj ramesh tells me in an exclu\xe2\x80\xa6"
1,"other countries : there is a thunderstorm expected in the evening honey, let us stay indoor and don\xe2\x80\x99t forget to pa\xe2\x80\xa6"
1,"thunderstorm accompanied with gusty winds occur at isolated places over j&amp;k, himachal pradesh, uttarakhand, punjab\xe2\x80\xa6"
1,"haryana schools to remain shut on may 7, 8 due to thunderstorm alert \nharyana schools thunderstorm"
1,"comfortless night after this nature destruction yesterday at mangal gali, thanamandi in rajouri ..!!\n\nmughalroad\xe2\x80\xa6"
1,"thunderstorms, lightning wreak havoc in 4 states, kill 41\n duststorm thunderstorm delhi"
1,"| rt  newsalert || at least one killed, 11 injured as thunderstorm lashes several parts of kokrajhar in assam |"
1,basic essentials to be safe in the storm  via  delhi haryana\xe2\x80\xa6
1,"rt  look at that lightning!\xe2\x9a\xa1\xef\xb8\x8ffirst good thunderstorm of the year out of thornton, co. cowx"
0,rt  lightnings just now but caught so you don t have to wait for them. nice of me. :)\n\nthunderstorm lightning hobart tasma\xe2\x80\xa6
1,"thunderstorm with rain to occur over and adjoining areas of meerut, hapur, muzaffarnagar and bijnor  during nex\xe2\x80\xa6"
1,it s coming down hard. drive safe if you re out there. thunderstorm onstorm nature
1,met issues thunderstorm warning for 22 districts of odisha
1,rt  thunderstorm warning for today 11th may evening\\night tamilnadu : salem erode madurai areas karnataka : south coasta\xe2\x80\xa6
1,"uttarpradesh:11 persons died due to thunderstorm accompanied with squall - 01 person each in agra, aligarh,\xe2\x80\xa6"
1,"lightning in the clouds above holy trinity near  \njune, 2017\n\n"
1,"the storm is here in delhi. people stay alert, stay safe. \nit\xe2\x80\x99s scary to notice the wind speed.. huge trees shak\xe2\x80\xa6"
0,i m written dailyhaiku for 250 days!  haikupoetryday haiku micropoetry amwriting\xe2\x80\xa6
1,"thunderstorm, hail likely in these places in odisha"
1,"just in: met issues thunderstorm warning for nayagarh, cuttack, kandhamal, jajpur, dhenkanal, puri, jagatsinghpur,\xe2\x80\xa6"
1,"approaching thunderstorm with a well-developed shelf cloud near wolnzach, germany tonight, may 13! report: christ\xe2\x80\xa6"
1,rt  new severe thunderstorm  watch coming soon
1,looking down on the uppergreenriver wyoming as a strong thunderstorm passes by with a double rainbow in its wak\xe2\x80\xa6
1,thunderstorm warning for today 11th may evening\\night tamilnadu : salem erode madurai areas karnataka : south\xe2\x80\xa6
1,"rt  it may look like an ordinary supercell is erupting in the tx panhandle; however, if you look closely, you can actually see tha\xe2\x80\xa6"
1,"rt  watch: thunderstorm hits solarfarm in india, experts says its time to act now\n\nsolar, solarpower, solarnews, so\xe2\x80\xa6"
1,"delhimetro trains affected on all the lines, trains coming at intervals of more than 15 to 25 minutes and the wind\xe2\x80\xa6"
1,"rt  while the bismarck radar will be down for an extended period for repair, we are ready at nws bismarck to use all tools av\xe2\x80\xa6"
0,avengersinfinitywar groot bhangra amid delhistorm thunderstorm at deadpool2
1,definitely ready for afternoon thunderstorms instead of snow squalls. bhportdev  tetoncollective\xe2\x80\xa6
1,dust strom in india duststorms duststrom dust thunderstorm thunderstorms thutoturns1
1,beware! homeministry issues thunderstorm alert for delhi today
1,weather changing again after dust storm \xe2\x9b\x88 \ndelhi delhistorm duststorms duststrom thunderstorm india weather\xe2\x80\xa6
1,"looks like night time right now with with this thunderstorm, my perfect kind of weather \xf0\x9f\x98\x8d gloom thunderstorm spooky darkness"
1,"save time. download inshorts, india s highest rated news app, to read news in 60 words."
1,another awesome lightning pic from france yesterday thunderstorm
1,good way to end a sunday rainbow thunderstorm
1,| newsalert|| thunderstorm and dust storm with wind speeds of up to 70 kmph  very likely  tomorrow in 26 distts of up: met officials |
1,"rt  after locally severe thunderstorms rattled portions of the midwest on wednesday, showers and a few heavy, gusty storms\xe2\x80\xa6"
1,"rt  weather update: thunderstorm and lightening disrupt normal life in delhi, up, westbengal &amp; telangana, about 50 people re\xe2\x80\xa6"
1,thunderstorm warning in delhi &amp; northern india for the next two days.\n\nmake yourself safer by sharing your locat\xe2\x80\xa6
1,"weatherdept forecasts thunderstorm for assam, meghalaya, nagaland"
1,clear for take-off tornadoalley2k18 sjnrw wetter unwetter sturmjagd sturmj\xc3\xa4ger stormchaser thunderstorm\xe2\x80\xa6
1,"thunderstorm accompanied with gusty winds very likely to occur at isolated places over assam, meghalaya,\xe2\x80\xa6"
1,"the government has issued fresh warnings for thunderstorm across india in states like westbengal, odisha,\xe2\x80\xa6"
1,delhi schools to remain shut on tuesday afternoon\n delhi
1,rt  wild weather swings rock new delhi in 2018. boomerang thunderstorm delhi (
1,rt  17 may: thunderstorm accompanied with gusty winds very likely at isolated places over sub\xc2\xadhimalayan westbengal &amp; sikkim.\xe2\x80\xa6
0,"me currently: \xf0\x9f\xa4\x9e\xf0\x9f\x8f\xbc please don\xe2\x80\x99t let the cable go out \xf0\x9f\xa4\x9e\xf0\x9f\x8f\xbcthunderstorm nshvswpg game7 ( let\xe2\x80\x99s go,  standwithus )"
1,current radar map 12:12pm edt see this map live at  weather news humid hot steam\xe2\x80\xa6
1,in the words of the great  and the thunder rolls thunderstorm
1,rt  weather  some heavy hail moving through w/most recent thunderstorm in the madison area. size range from les\xe2\x80\xa6
1,rt  i\xe2\x80\x99m gonna need flippers tomorrow morning. hobart thunderstorm
1,lightning strikes on the city..\n\xc2\xb7\n\xc2\xb7\n\xc2\xb7\n\xc2\xb7\n\xc2\xb7\nlightning_ftw lightningstorm lightningstrikes thunder nature\xe2\x80\xa6
0,"if you ve watched a thunderstorm during the late afternoon, you may notice that the sky turns green before it begi\xe2\x80\xa6"
1,"thunderstorm with rain \xe2\x98\x94 &amp; strong winds would occur over delhi ncr haryana:-\nhisar, kaithal, jind, kurukshe\xe2\x80\xa6"
1,thunderstorm turned 11:15 am to 11:15 pm
1,thunder in brooklyn just sounded like a bom went off! wow!! brooklyn weather thunderstorm wxtwitter\xe2\x80\xa6
1,rt  check out the live lightning and thunderstorm across india  lightningstrikes\xe2\x80\xa6
1,and we thought now storm is not going to come. now experience delhiwallas!! duststorm thunderstorm
1,rt  delhi govt puts search and rescue teams on standby in every district following imd s thunderstorm warning
1,thunder storm arrive in gurgaon aur lite bhi gye bc  .rcbvsrh ka match to dekhne daite pura thunderstorm
1,"summer rains, a blessing for tamilnadu summerrains rain thunderstorm tamilnadu"
1,retweeted globalweatherclimate ( simply incredible interaction between a developing severe\xe2\x80\xa6
1,rt  please take the time to watch the  types of thunderstorms  video at  thunderstorm storm wind\xe2\x80\xa6
1,"rt  thunderstorm with rain and strong winds would occur over ncr including hisar, kaithal, jind, kurukshetra &amp; karnal during\xe2\x80\xa6"
1,rt  check out the live status of lightning and thunderstorm across india:  weathe\xe2\x80\xa6
1,rt  16 may:thunderstorm accompanied with squall (wind speed reaching 50\xc2\xad-70 kmph) very likely at isolated places over gangetic\xe2\x80\xa6
1,rt  latest doppler weather radar and satellite imageries indicate that thunderstorm accompanied with hail and gusty surface wi\xe2\x80\xa6
1,thunderstorm starting in delhi
1,rt  06 may (day 1):thunderstorm accompanied with squall &amp; hail very likely over himachalpradesh &amp; uttarakhand.\n\nthunderstorm\xe2\x80\xa6
1,looks like there s a thunderstorm coming my way.. hoamad wetter weather mountains rain wind nature
1,"rt  weather 13/05 - chances of intense scattered thunderstorm, duststorm in northindia due to western disturbance, upper air \xe2\x80\xa6"
1,stay safe people !! thunderstorm hit many areas of north india
1,thunderstorm coming through \xf0\x9f\x98\x8d pa pennslyvania nature thunderstorm
1,"thunderstorm cloudy morning in delhi, light rains expected"
1,alert\n thunderstorm and lightning reports across india .\nrain lightningstrikes thunderstorm
1,beattheheat - southern india experiencing heavy downpour. bengaluru received 50mm rainfall over the past 24 hours\xe2\x80\xa6
1,rt  looking down on the uppergreenriver wyoming as a strong thunderstorm passes by with a double rainbow in its wake.  aft\xe2\x80\xa6
1,this better be the show met department was promising us. delhi storm thunderstorm
1,thunderstorm for like 2 hours now..
1,proper thunderstorm happening right now. are the monsoons upon us already? goa goamonsoon
1,"heavy gusts of winds blown in gurugram today, \xc2\xa0grave inconvenience to the residents as damage of electric poles\xe2\x80\xa6"
1,"heavy rain, gusty winds in delhi-ncr. flight ops at igi airport on hold, 10 diversions so far. this is noida half-a\xe2\x80\xa6"
,thunderstorm\n\nmany trees have been grounded on dwarka - gurgaon outer road.\n\nppl be careful.
1,school in haryana to remain closed for 2 days chandigarhharyana rain thunderstorm
1,17 persons died and 25 persons got injured due to lightning and thunderstorm in various districts of\xe2\x80\xa6
0,"we often complaint of being time constraint. yet, we don\xe2\x80\x99t know hw to kill time when both cable &amp; internet refuse t\xe2\x80\xa6"
1,living for this thunderstorm right now
1,rt  uttarpradesh cm yogiadityanath to visit and review the situation of areas affected by rain &amp; thunderstorm tomorrow. ht\xe2\x80\xa6
1,we had a gorgeous shelfcloud &amp; mini haboo visible on my  camera prior to the storm s arrival. peak gust\xe2\x80\xa6
1,so the mallardfire caused a severe thunderstorm \nis that cool or what?:0
1,"severe thunderstorm watch now in effect across portions of oh, pa, wv, md, va until 11 p.m. et. thunderstorms are\xe2\x80\xa6"
0,vivoipl weather forecast for today 10th may matches. indore : kxipvkkr - normal weather expected. delhi :\xe2\x80\xa6
1,"do thunderstorms make your dog nervous? check out these reasons they are anxious, and some solutions to help your p\xe2\x80\xa6"
1,rt  state wise deaths and injuries due to thunderstorm/#lightning:-\n\n#andhrapradesh-09 died\nuttarpradesh-29 died &amp; 35 injured\xe2\x80\xa6
1,sonamanandwedding \nbreaking news in thunderstorm
1,gotham city  \xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\nlightning thunderstorm thunder storm\xe2\x80\xa6
0,it seems the gates of the hell are open\n\non tour with the olympus e-m1ii and the laowa 7.5mm f2.0\n\nsky\xe2\x80\xa6
,heavy dust storm \xf0\x9f\x8c\x9a in delhi near igi airport :) duststorm  delhi  delhirain delhi weather thunderstorm\xe2\x80\xa6
1,"thunderstorm , squall likely in uttarpradesh in next 2 days"
1,rt  r live streaming severe thunderstorm warnin\xe2\x80\xa6
1,"thunderstorm over summersville, west virginia on this evening 3 years ago.  more storm chances this weekend. \xf0\x9f\x93\xb8anne\xe2\x80\xa6"
1,thunderstorms are so soothing thunderstorm lightning rainfall
1,thunderstorm warning for valterbi jura:
1,"india\n#thunderstorm, squall likely in north india hill states on sunday: india meteorological department.\n13 may\xe2\x80\xa6"
1,looking for act of god clause in insurance policy\n\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c\nand it s here\nduststorm at delhi\ntake care  all\nthunderstorm
1,intense dust storm with light rain hits delhi thunderstorm storm
1,rain god  s have arrived for a brunch in bhubaneswar \xe2\x98\xba\xef\xb8\x8f\xf0\x9f\x98\x89\n\nweather lightning thunderstorm may month\xe2\x80\xa6
1,"thunderstorm alert live updates: dust storm, light rain hit delhi-ncr, visibility drops; check pics, video - the f\xe2\x80\xa6"
1,rt  amazing striated storm! credits: marko korosec.\n\nstorm 500pxrtg weather stormcloud thunderstorm  wx
1,rt  thunderstorm in monument valley hd wallpaper\n\ndownload this wallpaper in your resolution:\n h\xe2\x80\xa6
1,| thunderstorm live updates: severe dust storm hits delhi ncr region; imd issues alert for 15 states || follow live u\xe2\x80\xa6  |
1,"9 people killed, 4 injured as thunderstorm batters western up  thunderstorm"
1,rt  at least eight people were killed in various parts of uttarpradesh in the thunderstorm that hit the state \n\nread  st\xe2\x80\xa6
1,| newsalert || thunderstorm kills two in bihar s chhapra |
1,very impressive radar i rarely see rain so intense from  this is absolutely torrential in illinois\xe2\x80\xa6
1,"rt ndmaindia: thunderstorm with rain would occur over some places of delhi and adjoining ncr including faridabad,\xe2\x80\xa6"
0,"i set up the trail cam out back, at work, to see if i could capture some white lightning.. and i did!\xe2\x80\xa6"
0,"today, i am very silent, thats what i call  lull before a thunderstorm  thunderstorm thunderstorms forecast newdelhi"
1,"thunderstorm  austin, texas"
1,light rain with gusty winds hit delhi  thunderstorm rain weather delhi
1,love these rainy days! \xf0\x9f\x8c\xa7 rain thunderstorm springrain rainydays\xe2\x80\xa6
1,12:49 pm 5/13: we re seeing a strengthening thunderstorm  approaching american falls reservoir with some cloud-to-\xe2\x80\xa6
1,"thunderstorm and heavy rain  reached eastern  districts of up ,,hope everyone be safe , it s heavy lighting also thunderstorm  up"
1,high speed winds swaying your car to and fro on dnd flyover thunderstorm delhincr dnd
1,lightning from a storm that blew through a couple nights ago in montana.  it was a great light show!\xe2\x80\xa6
1,thunderstorm and dust storm with wind speeds of up to 70 kmph  very likely  tomorrow in 26  distts of uttarpradesh: met officials
1,rt  perfectly timed photograph of islamabad skyline a couple of days ago by ishtiaq ahmed. \npic via  \nweat\xe2\x80\xa6
1,beautiful anvil thunderstorm over the horizon with venus showing herself above.. northcarolina sunsets sure ar\xe2\x80\xa6
1,our imageoftheweek captured a few rays of sunshine falling on the advanced technology laboratory (atl) and the ye\xe2\x80\xa6
1,travelling to the final arise meeting in hamburg! nice sunset over berkshire. thunderstorm coming into hamburg
1,"rt  thunderstorm alert: dust storm, squall likely in north india hill states, says met department \n\n"
1,"rt  thunderstorm alert: rains lash chandigarh, lahaul-spiti receives fresh snowfall \n\n"
1,"of course, it starts to downpour when i have to go out and open up everything for our rail switch. miwx thunderstorm"
1,"15 may(day 5):thunderstorm accompanied with gusty winds very likely over punjab, haryana, chandigarh &amp; delhi, up,\xe2\x80\xa6"
1,dhbvn thunderstorm greenfieldcolony power supply in greenfield colony far\xe2\x80\xa6
1,met issues thunderstorm warning for 17 districts till 1pm odisha
1,"the weather remains warm in the western and southern usa. thunderstorms are possible, especially in the midwest.\xe2\x80\xa6"
0,"rt  if you ve watched a thunderstorm during the late afternoon, you may notice that the sky turns green before it begins t\xe2\x80\xa6"
1,rt  here is the b.c. thunderstorm forecast valid for this afternoon.\n\nfor full ecc forecasts:\n
1,duststorm and thunderstorm ramble the sky in delhi ncr !!\n\nis thanos coming or is this lordvoldemort sneaking in?
1,lightning strikes kill dozens across bangladesh  bangabandhu1 falcon9 stormchaserfamily\xe2\x80\xa6
0,"rt  210k poweroutages remain in michigan due to highwinds from a nasty thunderstorm, there are also 100k customers out\xe2\x80\xa6"
1,do we know what time its going to hit haryana ?  what if thunderstorm doesn\xe2\x80\x99t hit haryana ?
1,duststorm and light rain in ncr thunderstorm
1,chainsaw safety - for info on how to safely use a chainsaw following a hurricane or tornado watch the videos a\xe2\x80\xa6
1,thunderstorm and strong wind claims 11 lives in uttarpradesh\n\n
1,severe thunderstorm warnings have been issued in southern ontario.\n\n#onstorm auroraon windy\xe2\x80\xa6
,rt  another thunderstorm coming to moscow in less than an hour ? photography city
1,blossom and thunderstorm in cityofjoykolkata sneakpeek into naturephotography
1,rt  earthquake in delhi stole the thunder of thunderstorm. \xf0\x9f\x98\x9
1,rt  thunderstorm alert in 13 states as storms hit bikaner and tripura\nsupreme court quashes up law allowing ex-cms to r\xe2\x80\xa6
1,storm is coming!\xe2\x98\x87\xe2\x98\x88\xe2\x9b\x88\xf0\x9f\x8c\xa7 thunderstorm lightning thunder tornadowatch sky skyporn cloudporn\xe2\x80\xa6
1,"alert in 13 states ahead of thunderstorm warning, schools closed in delhi haryana, watch  in\xe2\x80\xa6"
1,delhi thunderstorm here we come.. be good for a while\nairasia i5547 can u take us to ladakh in case we are unable\xe2\x80\xa6
1,"dear current, you can come back now. the thunderstorm has subsided. goa thunderstorm"
1,"storm kills at least 66 in india, more storms on the way\n peoplekilled\xe2\x80\xa6"
1,"11 may (day 2):thunderstorm accompanied with gusty winds very likely at isolated places over jharkhand, gangetic\xe2\x80\xa6"
1,"rt  mtsthelens through the thunderstorm.\n\nlightning struck johnston ridge observatory multiple times yesterday, could feel t\xe2\x80\xa6"
1,damn the weather got bad real quick. thunderstorm
1,rt  one of  \xe2\x80\x98s chuttad anchor sitting in noida just blamed  and uttar pradesh police for delhi-ncr thund\xe2\x80\xa6
1,this 18 second video will make you understand the intensity of today\xe2\x80\x99s thunderstorm \xe2\x9b\x88! delhi thunderstorm
1,"check out the live status of lightning and thunderstorm across rajasthan near udaipur, bhilwara, ajmer and\xe2\x80\xa6"
1,north-west regions of india likely to witness thunderstorm activity today also. wind with a speed of over 50km/hr e\xe2\x80\xa6
1,14 may(day 4):thunderstorm accompanied with squall (wind speed reaching 50\xc2\xad-70 kmph) and hail very likely at isola\xe2\x80\xa6
1,it was a dark and stormy night..in northern nj..  \xe2\x9a\xa1\xef\xb8\x8f\n
1,it s creepy outdoors. duststorm has hit delhi and haryana already. stay indoors folks. be safe. please turn off\xe2\x80\xa6
1,delhi at 5.23pm thunderstorm\nphotos:
1,should request election commission to postpone poll dates for a week due to thunderstorm.
1,thunderstorm accompanied with rain and gusty winds are likely to occur in the delhi ncr region by 10 pm. catch more\xe2\x80\xa6
1,thunderstorm hits faridabad..\nstrong dusty winds.. light gone
1,rt  retweeted globalweatherclimate ( simply incredible interaction between a developing severe thunderstorm and\xe2\x80\xa6
0,rt  it seems the gates of the hell are open\n\non tour with the olympus e-m1ii and the laowa 7.5mm f2.0\n\nsky thunderstorm the\xe2\x80\xa6
1,it\xe2\x80\x99s officially thunderstorm season in ohio \nknown in other parts of the country as \xe2\x80\x9cspring\xe2\x80\x9d.
1,"rt  thunderstorm, dust storm: homeministry issues fresh alert to 24 states - here are top developments\n\n"
1,the fear of this thunderstorm is in the heart of everyone!!\nstormalert stromfear\n#thunderstorm
0,rt  rain\namwriting poem poetry writerslife naturelovers thunderstorm rain weather poetrycommunity
1,got caught in a big storm and captured this slo-mo lightning strike! thunderstorm
1,today is great! a little dreary but that s okay \xf0\x9f\x98\x8d\xf0\x9f\x92\xaa i am so ready to be home! rain thunderstorm
1,delhi has been waiting for/dreading the thunderstorm and strong winds all day. it\xe2\x80\x99s here finally. hope the impact i\xe2\x80\xa6
1,"71 people dead in lightning and thunderstorm that hit 36 districts of five states since yesterday, confirms home ministry"
1,"rt  uttar pradesh bore the brunt of thunderstorm and hail that left at least 18 people dead, while 12 people including 4\xe2\x80\xa6"
1,"as thunderstorms rock north india, take a look at how common they are thunderstorm"
1,"rt  sudden change in delhi weather; thunderstorm , squall likely:"
1,rt  mammatus clouds at the airport yesterday evening. \xf0\x9f\x93\xb8: brad sdwx mammatusclouds sodakskies thunderstorm kotaweather\xe2\x80\xa6
1,this is from gurgaon thunderstorm
1,"rt  13 states on alert for heavy rain and thunderstorm, haryana schools closed for two days"
1,"rt  supercell thunderstorm just west of childress, texas yesterday evening."
1,rt  gusty storm touches delhi noida thunderstorm duststorm storm thunderstorms
1,39 people died &amp; 53 have been injured due to the storm. we have been ordered to give compensation in next 24 hours\xe2\x80\xa6
1,rt  classes till vii to remain close on may 8 due to thunderstorm alert in agra
1,rain gently falls.. or not. thunders thunderstorm
1,"rt  now that is what we call  direct  answers \nthank you veterans \n\nthunderstorm destroys solar farm in india, experts say\xe2\x80\xa6"
1,"| thunderstorm\xf0\x9f\x8c\xa7alert || latest updates: death toll mounts to 53; heavy rains, squall  very likely  in 26 up districts\xe2\x80\xa6  |"
1,did u again think of ghar wapasi? thunderstorm
1,"how a 22-second old video created thunderstorm scare across northern india , watch our special show tonight at 8\xe2\x80\xa6"
1,"sudden change in delhi weather; thunderstorm, squall likely\n india"
1,pea to half-inch diameter hail fell at our office with a strong thunderstorm this afternoon nashville tnwx
1,awaken by a particular surge of a particular emotion. it\xe2\x80\x99s legit thunder storming. i have this urge to go outside r\xe2\x80\xa6
0,glad i brought the northface thunderstorm zagre .. good packing
1,"rt  rain would occur over and adjoining areas of bhiwani, rohtak and baraut during next two hours.\nthunderstorm with rain  wo\xe2\x80\xa6"
1,holy hailstorm batman! denver thunderstorm hail caphill
1,"rt  met dept predicts rain, thunderstorm for delhi, adjoining areas \nweatheralert thunderstorm rains weatherreport \nht\xe2\x80\xa6"
1,rt  signs are quite ominous. thunderstorm
1,"rt  thunderstorm warning:  issues traffic advisory, starts emergency helpline"
1,i\xe2\x80\x99m gonna need flippers tomorrow morning. hobart thunderstorm
1,rt  dust storm finally hits delhi ncr .met dept prediction finally comes true. predict predict until it becomes true. thund\xe2\x80\xa6
1,imd issues warning about weather condition over some parts of north west india during next 2 days. thunderstorm\xe2\x80\xa6
1,"rt  thunderstorm with rain would occur over and adjoining areas of mathura, hathras during next two hours.\n\nsource:imd"
1,"rt  thunderstorm may hit uttarakhand, himachal, j&amp;k within 24 hours: met imd"
1,i think this is the first legit thunderstorm i have experienced in seattle since moving here. xd excited\xe2\x80\xa6
